技能类短语,develop their skills,发展他们的技能,,null,null,,
技能类短语,develop,发展,"英语写作里最常与 their skills 搭配的3个动词是：develop, improve 和 boost",null,null,,
技能类短语,improve,提高,"英语写作里最常与 their skills 搭配的3个动词是：develop, improve 和 boost",null,null,,
技能类短语,boost,提升,"英语写作里最常与 their skills 搭配的3个动词是：develop, improve 和 boost",null,null,,
技能类短语,independent thinking skills,独立思考的技能,,null,null,,
技能类短语,problem-solving skills,解决问题的技能,,null,null,,
技能类短语,social skills,社会交往的技能,,null,null,,
技能类短语,teamwork skills,团队合作技能,,null,null,,
技能类短语,reading and writing skills,读写技能,,null,null,,
技能类短语,communication skills,沟通技能,,null,null,,
技能类短语,computer skills,计算机技能,,null,null,,
技能类短语,foreign language skills,外语技能,,null,null,,
技能类短语,develop good learning habits,形成良好的学习习惯,,null,null,,
技能类短语,learn more efficiently,更高效地学习,,develop good learning habits,扩展短语,,
技能类短语,deepen their understanding of ...,深化他们对……的理解,deepen 是 deep 的动词形式,null,null,,
技能类短语,gain knowledge about ...,获取关于……的知识,,deepen their understanding of ...,同义替换,,
技能类短语,learn knowledge,学习知识,"native speakers 不说 learn knowledge ×,因为按英文习惯 learn 和 knowledge 两个词不能搭配到一起",null,错误搭配,,
技能类短语,boost their brain development,促进（儿童的）大脑发育,"例如阅读,玩益智游戏（educational games）",null,null,,
技能类短语,improve their problem-solving skills,提高他们解决问题的能力,"是 native speakers 的作文里关于技能常用的短语之一,它不但可以指提高解决学习问题的能力,也可以指解决实际生活问题的能力",boost their brain development,扩展短语,,
技能类短语,Playing chess can boost children's brain development.,下棋可以促进儿童的大脑发育,【BBC例句】,boost their brain development,例句,,
技能类短语,Video games can improve players' problem-solving skills.,电子游戏可以提高玩家的问题解决能力,【剑桥例句】,boost their brain development,例句,,
技能类短语,encourage their imagination,激发他们的想象力,,null,null,,
技能类短语,think creatively,有创意地思考,当 encourage 后面是心理活动时它是“激发”的意思,encourage their imagination,搭配动词,,
技能类短语,expand their horizons,开阔他们的眼界,"（旅行、学外语）开阔他们的眼界,这个短语里的 horizons（眼界）必须用复数",null,null,,
技能类短语,broaden their horizons,拓宽他们的眼界,"本来也是一条地道短语,可惜被中国同学们长期 overuse（过度使用）",expand their horizons,同义替换,,
技能类短语,improve their social skills,提高他们的社会交往能力,,null,null,,
技能类短语,develop their teamwork skills,发展他们的团队合作能力,,improve their social skills,扩展短语,,
技能类短语,work closely together,一起紧密地合作,（学生、员工、团队成员、国家等）一起紧密地合作,null,null,,
技能类短语,improve their teamwork skills,提高他们的团队合作技能,,work closely together,扩展短语,,
技能类短语,increase their independence,增强他们的独立性,,null,null,,
技能类短语,make shopping more efficient,让购物变得更高效,,null,null,,
技能类短语,make communication more efficient,让沟通变得更高效,,null,null,,
技能类短语,make the best use of their time,更充分地利用他们的时间,,null,null,,
技能类短语,is a waste of their time,是浪费他们的时间,对比：,make the best use of their time,反义表达,,
技能类短语,boost efficiency,提高效率,,null,null,,
技能类短语,boost productivity,提高生产率,"efficiency 可以泛指做任何事的效率,而 productivity 则是特指生产率",boost efficiency,具体化,,
技能类短语,boost their performance,提升他们的（学习或者工作的）表现,【经济学人例句】A work-life balance (工作和生活之间的平衡) can boost employees' performance.,null,null,,
技能类短语,A work-life balance can boost employees' performance.,工作与生活的平衡可以提升员工的表现,【经济学人例句】,boost their performance,例句,,
技能类短语,make life more convenient and comfortable,让生活变得更方便舒适,,null,null,,
技能类短语,technological innovations,科技创新(名词短语),,make life more convenient and comfortable,扩展短语,,
技能类短语,artificial intelligence,人工智能(名词短语),,make life more convenient and comfortable,扩展短语,,
技能类短语,self-driving cars,无人驾驶汽车(名词短语),,make life more convenient and comfortable,扩展短语,,
技能类短语,help them prepare for employment,帮助他们为就业做准备,,gain practical experience,同义替换,,
技能类短语,gain practical experience,获取实践经验,,null,null,,
技能类短语,Law schools often send their students to gain practical experience by giving free advice to people in need.,法学院经常派学生通过向有需要的人提供免费建议来获得实践经验,【经济学人例句】,gain practical experience,例句,,
技能类短语,have more job opportunities,有更多的就业机会,,null,null,,
技能类短语,achieve their potential,充分发挥出他们的潜力,注意：potential 不能用复数,null,null,,
技能类短语,achieve their goals,实现他们的目标,,achieve their potential,同义替换,,
技能类短语,save time and energy,节省时间和精力,,null,null,,
技能类短语,make learning more efficient,让学习变得更高效,,save time and energy,扩展短语,,
效率类短语,find information quickly and easily,快速、轻松地找到信息,,null,null,,
效率类短语,provide a variety of information,提供多种多样的信息,,find information quickly and easily,扩展短语,,
效率类短语,have a competitive edge,(求职者、企业、国家等)有竞争优势,,null,null,,
效率类短语,native speakers not write have a competition edge,母语者不说 have a competition edge,native speakers 不写 have a competition edge ×,have a competitive edge,错误搭配,,
效率类短语,face tough competition for jobs,面对激烈的求职竞争,,have a competitive edge,扩展短语,,
权利类短语,have more freedom,有更多的自由,,null,null,,
权利类短语,respect their choices,尊重他们的选择,,have more freedom,扩展短语,,
权利类短语,should be a personal choice,应该纯属个人的选择,,null,null,,
权利类短语,a free and fair society,一个自由、公正的社会,,should be a personal choice,扩展短语,,
权利类短语,provide people with more choices,为人们提供更多的选择,,null,null,,
权利类短语,provide people with more food choices,为人们提供更多的食品选择,,provide people with more choices,具体分类,,
权利类短语,provide people with more shopping choices,为人们提供更多的购物选择,,provide people with more choices,具体分类,,
权利类短语,can achieve a work-life balance,可以实现工作和生活之间的平衡,,null,null,,
权利类短语,often work overtime,经常加班,,can achieve a work-life balance,对比表达,,
权利类短语,cannot achieve a work-life balance,无法实现工作和生活之间的平衡,,can achieve a work-life balance,对比表达,,
权利类短语,have job security,（员工）拥有工作的稳定性,"job security 是指“工作的稳定性”,不能误解成“工作安全”",null,null,,
权利类短语,have a steady source of income,有稳定的收入来源,有稳定的收入来源,have job security,扩展短语,,
权利类短语,are treated fairly,（学生们或者员工们）受到公平的对待,,null,null,,
权利类短语,are treated unfairly,（某类人）受到不公平的对待,,are treated fairly,对比表达,,
权利类短语,have equal opportunities,拥有平等的机会,,null,null,,
权利类短语,feel respected and valued,感觉受到了尊重和重视,,have equal opportunities,扩展短语,,
权利类短语,boost gender equality,促进性别平等,促进男女平等,,null,null,
权利类短语,traditional gender roles,在传统观念里男女各自应有的社会角色（名词短语）,,boost gender equality,对比表达,,
权利类短语,give them a sense of achievement,给他们一种成就感,,null,null,,
权利类短语,have a sense of belonging,有归属感,,give them a sense of achievement,扩展短语,,
责任类短语,build family bonds,增进亲情,"build family bonds 在 native speakers 讨论家庭话题时极为常用,这个短语里的 bonds 不是指“007”,而是指“情感联系”",null,null,,
责任类短语,Reading together as a family is a good way to build family bonds while having fun and gaining knowledge together.,【BBC例句】一起阅读是增进家庭亲情的好方法,同时还能获得乐趣和知识。,【BBC 例句】Reading together as a family is a good way to build family bonds while having fun and gaining knowledge (获取知识) together.,build family bonds,例句,
责任类短语,communicate with them,和他们沟通,,build family bonds,扩展短语,,
责任类短语,good role models,好的榜样（名词短语）,,null,null,,
责任类短语,teach them the difference between right and wrong,教孩子明辨是非,,good role models,扩展短语,,
责任类短语,have busy careers,有忙碌的事业,,null,null,,
责任类短语,cannot achieve a work-family balance,无法实现工作和家庭之间的平衡,,have busy careers,对比表达,,
责任类短语,spoil their children,溺爱他们的孩子,,have busy careers,对比表达,,
责任类短语,develop a sense of responsibility,形成责任感,,null,null,,
责任类短语,contribute to their community,为他们的社区做贡献,,null,null,,
责任类短语,become useful members of society,成为有用的社会成员,,null,null,,
责任类短语,develop their social skills,发展他们的社会交往技能,,become useful members of society,扩展短语,,
责任类短语,have more life experience,有更丰富的人生经验,,null,null,,
责任类短语,share their life experience with young people,和年轻人分享他们的人生经验,,have more life experience,扩展短语,,
责任类短语,help them avoid mistakes,帮助他们避免错误,,have more life experience,扩展短语,,
责任类短语,provide a broad curriculum,提供科目广泛的课程安排,,null,null,,
责任类短语,core subjects,核心科目,,provide a broad curriculum,具体分类,,
责任类短语,optional subjects,选修科目,,provide a broad curriculum,具体分类,,
责任类短语,prepare for the knowledge-based economy,为适应知识经济做准备,,null,null,,
责任类短语,develop their problem-solving skills,发展他们解决问题的技能,,prepare for the knowledge-based economy,扩展短语,,
责任类短语,guide their students,(教师)指导他们的学生,,null,null,,
责任类短语,guide their children,(家长)指导他们的孩子,,guide their students,同义替换,,
责任类短语,do voluntary work,做志愿者工作,做义工,,null,null,
责任类短语,build trust and respect,建立理解和尊重,,do voluntary work,扩展短语,,
责任类短语,improve public services,(政府)改进公共服务,例如教育、医疗、公共交通,,null,null,
责任类短语,healthcare services,医疗服务,,improve public services,具体分类,,
责任类短语,public transport services,公共交通服务,,improve public services,具体分类,,
责任类短语,make the country more competitive,让国家变得更有竞争力,,null,null,,
责任类短语,have limited funds to spend,只有有限的可用资金,对比：,make the country more competitive,对比,,
责任类短语,create jobs,创造就业,,null,null,,
责任类短语,contribute to the local economy,为当地的经济做贡献,,create jobs,扩展短语,,
责任类短语,take away jobs from ...,抢走……的就业机会,对比：,create jobs,对比,,
责任类短语,reduce poverty,减少贫困现象,,null,null,,
责任类短语,poverity is poor 的名词形式：贫困,说明：,reduce poverty,说明,,,
责任类短语,low-income families,低收入家庭（名词短语）,说明：,reduce poverty,具体分类,,
责任类短语,reduce inequality,减少不平等现象,,null,null,,
责任类短语,introduce laws to ...,通过立法来……（减少污染,保护野生动物等）,"这个 introduce 不是介绍,而是“引入”的意思",null,null,
责任类短语,fine companies that ...,对……的公司处以罚款,【经济学人例句】The government will introduce laws to fine companies that pollute the environment.,introduce laws to ...,搭配动词,,
责任类短语,raise public awareness of ...,提高公众的……意识,,null,null,,
责任类短语,raise public awareness of health issues,提高公众对健康问题的意识,,raise public awareness of ...,具体分类,,
责任类短语,raise public awareness of environmental issues,提高公众对环境问题的意识,,raise public awareness of ...,具体分类,,
责任类短语,run campaigns to ...,开展大规模的宣传活动来……,"这个 run 不是跑步,而是“举办”的意思",raise public awareness of ...,搭配动词,,
责任类短语,provide reliable information,(广告、报纸等)提供可靠的信息,,null,null,,
责任类短语,provide misleading information,(广告、报纸等)提供有误导性的信息,反义：,provide reliable information,反义,,
责任类短语,relaible,“可靠的”,,null,null,,
责任类短语,relaible public transport services,可靠的公共交通服务,,relaible,派生词,,
责任类短语,relaible healthcare services,可靠的医疗服务,,relaible,派生词,,
责任类短语,pollute the environment,污染环境,,null,null,,
责任类短语,damage our health,破坏我们的健康,,pollute the environment,扩展短语,,
责任类短语,create waste and pollution,产生垃圾废料和污染,,null,null,,
责任类短语,cause health problems,导致健康问题,,create waste and pollution,扩展短语,,
责任类短语,increase carbon emissions,（汽车、飞机、工厂等）增加碳排放,,null,null,,
责任类短语,car fumes,汽车尾气,,increase carbon emissions,具体分类,,
责任类短语,reduce carbon emissions,减少碳排放,对比：,increase carbon emissions,对比,,
责任类短语,contribute to global warming,（汽车、飞机、工厂等）加剧全球变暖,,null,null,,
环境类短语,reliable public transport services,可靠的公共交通服务,,null,null,,
环境类短语,reliable healthcare services,可靠的医疗服务,,null,null,,
环境类短语,contribute to climate change,加剧气候的变化,,contribute to global warming,同义替换,,
环境类短语,put pressure on...,对……构成压力,,null,null,,
环境类短语,grow rapidly,快速增长,(人口)快速地增长,put pressure on...,具体分类,,
环境类短语,consumer society,崇尚消费的社会,,put pressure on...,具体分类,,
环境类短语,put pressure on natural resources,对自然资源构成压力,,put pressure on...,搭配宾语,,
环境类短语,reduce biodiversity,减少生物的多样性,,null,null,,
环境类短语,destroy natural habitats,破坏动植物的自然栖息地,,reduce biodiversity,扩展短语,,
环境类短语,habitat,栖息地,拼写：注意 habitat（栖息地）和 habits（习惯）的拼写不同,null,拼写提示,,
环境类短语,become overcrowded,变得过于拥挤,,null,null,,
环境类短语,city dwellers/urban residents,城市居民,,become overcrowded,具体分类,,
健康类短语,increase the risk of heart disease and high blood pressure,增加患心脏病和高血压的风险,,cause health problems,扩展短语,,
健康类短语,have a stressful lifestyle,在生活中承受着很大的压力,“压力山大”,,null,null,
健康类短语,suffer from stress and anxiety,受到压力和焦虑的困扰,,null,null,,
健康类短语,reduce stress and anxiety,减轻压力和焦虑,"在英国,‘有……的生活方式’除了 have a ... lifestyle 这个短语之外,还可以写 lead a ... lifestyle：have / lead a stressful lifestyle；have / lead a healthy lifestyle。‘形成……的生活方式’,native speakers 则会用 develop 这个动词：develop an eco-friendly (环保的) lifestyle；develop a sedentary (缺少运动的) lifestyle",null,null,,
健康类短语,lead a stressful lifestyle,有压力的生活方式,"在英国,‘有……的生活方式’除了 have a ... lifestyle 这个短语之外,还可以写 lead a ... lifestyle：have / lead a stressful lifestyle；have / lead a healthy lifestyle。‘形成……的生活方式’,native speakers 则会用 develop 这个动词：develop an eco-friendly (环保的) lifestyle；develop a sedentary (缺少运动的) lifestyle",null,同义替换,,
健康类短语,have a healthy lifestyle,健康的生活方式,"在英国,‘有……的生活方式’除了 have a ... lifestyle 这个短语之外,还可以写 lead a ... lifestyle：have / lead a stressful lifestyle；have / lead a healthy lifestyle。‘形成……的生活方式’,native speakers 则会用 develop 这个动词：develop an eco-friendly (环保的) lifestyle；develop a sedentary (缺少运动的) lifestyle",null,同义替换,,
健康类短语,lead a healthy lifestyle,健康的生活方式,"在英国,‘有……的生活方式’除了 have a ... lifestyle 这个短语之外,还可以写 lead a ... lifestyle：have / lead a stressful lifestyle；have / lead a healthy lifestyle。‘形成……的生活方式’,native speakers 则会用 develop 这个动词：develop an eco-friendly (环保的) lifestyle；develop a sedentary (缺少运动的) lifestyle",null,同义替换,,
健康类短语,develop an eco-friendly lifestyle,形成环保的生活方式,"在英国,‘有……的生活方式’除了 have a ... lifestyle 这个短语之外,还可以写 lead a ... lifestyle：have / lead a stressful lifestyle；have / lead a healthy lifestyle。‘形成……的生活方式’,native speakers 则会用 develop 这个动词：develop an eco-friendly (环保的) lifestyle；develop a sedentary (缺少运动的) lifestyle",null,同义替换,,
健康类短语,develop a sedentary lifestyle,形成缺少运动的生活方式,"在英国,‘有……的生活方式’除了 have a ... lifestyle 这个短语之外,还可以写 lead a ... lifestyle：have / lead a stressful lifestyle；have / lead a healthy lifestyle。‘形成……的生活方式’,native speakers 则会用 develop 这个动词：develop an eco-friendly (环保的) lifestyle；develop a sedentary (缺少运动的) lifestyle",null,同义替换,,
健康类短语,develop an active lifestyle,形成经常运动的生活方式,,null,null,,
健康类短语,boost the immune system,提高身体的免疫机能,,null,null,,
健康类短语,have a balanced diet,保持均衡的饮食结构,,null,null,,
健康类短语,contain too much fat and sugar,(快餐)含有过多的脂肪和糖,,null,null,,
健康类短语,rely heavily on ...,严重依赖于……,,null,null,,
健康类短语,rely heavily on fast food,严重依赖于快餐,,null,null,,
健康类短语,rely heavily on cars,严重依赖于汽车,,null,null,,
健康类短语,rely heavily on technology,严重依赖于科技,,null,null,,
健康类短语,promote healthy lifestyles,(政府、媒体、学校)推广健康的生活方式,,null,null,,
健康类短语,encourage people to make healthy food choices,鼓励人们去选择健康的食品,,null,null,,
健康类短语,improve healthcare services,改善医疗服务,,null,null,,
健康类短语,medical research,医学研究(名词短语),,null,null,,
健康类短语,lack a sense of belonging,缺乏归属感,,null,null,,
健康类短语,feel lonely and unhappy,感到孤独而且很不开心,,null,null,,
健康类短语,feel lonely and isolated,感到孤独而且很孤立,,null,null,,
财务类短语,consumer culture,崇尚消费的文化,"它的意思不是“消费者文化”×,而是“崇尚消费的文化”√",null,null,,
财务类短语,increase the demand for products,增加对于产品的需求,,consumer culture,扩展短语,,
财务类短语,often overspend,经常过度消费,,null,null,,
财务类短语,buy things that they do not really need,购买他们并不真正需要的物品,,often overspend,具体行为,,
财务类短语,have debts,欠下债务,,often overspend,结果,,
财务类短语,focus on money and possessions,集中精力在金钱和财产上面,,null,null,,
财务类短语,are too materialistic,过于物质化的,过于追求物质享受的,,focus on money and possessions,同义替换,
财务类短语,have good spending habits,有良好的消费习惯,,null,null,,
财务类短语,buy things on impulse,冲动地购物,,have good spending habits,对比反例,,
财务类短语,reduce costs,（企业）减少开支,,null,null,,
财务类短语,provide lower prices,（网络商店）提供更低的价格,,null,null,,
财务类短语,are more affordable,价格更合理,,provide lower prices,同义替换,,
财务类短语,give financial support to ...,（政府、大学、发达国家等）为……提供资助,,null,null,,
财务类短语,are under-funded,（学校、博物馆等）资金不足,,give financial support to ...,问题背景,,
财务类短语,have more important concerns,（政府）还有其它更加急需关注的问题,,null,null,,
财务类短语,raise people's standard of living,改善人民的生活水平,,null,null,,
财务类短语,pay taxes,纳税,,null,null,,
财务类短语,government tax revenue,政府税收（名词短语）,,pay taxes,相关术语,,
财务类短语,contribute to the economy,对经济做出贡献,例如广告、历史建筑、旅游业,,null,null,
财务类短语,boost economic growth,促进经济的增长,,null,null,,
财务类短语,economy,economic是形容词“经济的”,economy是名词“经济”,economic是形容词“经济的”,boost economic growth,词汇辨析,
财务类短语,multinational companies / multinational corporations,跨国公司,,take away jobs from ...,具体主体,,
财务类短语,Food that is transported over long distances takes away jobs from local farmers and local food producers (当地食品生产商).,【经济学人例句】,,take away jobs from ...,完整例句,,
财务类短语,increase the burden on ...,加重……的负担,,null,null,,
财务类短语,increase the burden on taxpayers,加重纳税人的负担,,increase the burden on ...,具体应用,,
财务类短语,increase the burden on the healthcare system,加重医疗体系的负担,,increase the burden on ...,具体应用,,
财务类短语,are interconnected,（国家之间,经济之间）是相互联系的,,null,null,
财务类短语,international trade,国际贸易,,are interconnected,具体体现,,
财务类短语,cultural exchange,文化交流,,are interconnected,具体体现,,
安全类短语,pose a threat to society,对社会构成威胁,"“pose”不只是指拍照时摆姿势,pose a threat to也是地道英文里的常用短语",null,null,,
安全类短语,prevent crime,预防犯罪,,null,null,,
安全类短语,reduce crime rates,降低犯罪率,,prevent crime,目标或效果,,
安全类短语,commit a crime,犯罪,地道英文里不写 do a crime × 或者 make a crime ×,null,错误搭配,,
安全类短语,deter criminals,震慑罪犯,,null,null,,
安全类短语,lose their freedom,失去自由,,deter criminals,扩展短语,,
安全类短语,are separated from their family and friends,（囚犯）被和他们的亲友分开,,deter criminals,扩展短语,,
安全类短语,reform criminals,改造罪犯,,null,null,,
安全类短语,provide them with vocational training,为他们提供职业教育,vocational 的前两个字母是 vo,reform criminals,扩展短语,,
安全类短语,address the root causes of crime,从根本上解决犯罪问题,"这个短语里的 address 不是名词“地址”,而是“解决、应对”的意思",null,null,,
安全类短语,promote violence,（网络游戏、电影等）宣扬暴力,,null,null,,
安全类短语,are easily influenced by the media,（儿童）很容易受媒体的影响,,promote violence,扩展短语,,
安全类短语,copy what they see in the media,（儿童）模仿他们在媒体里看到的行为,,null,null,,
安全类短语,become aggressive and violent,变得具有攻击性而且很暴力,,copy what they see in the media,扩展短语,,
安全类短语,steal personal information,盗取个人信息,,null,null,,
安全类短语,online fraud,网络诈骗（名词短语）,,steal personal information,同义替换,,
文化类短语,reduce cultural diversity,（跨国公司、文化全球化）减少文化的多样性,,null,null,,
文化类短语,have similar lifestyles,（不同国家的人们）有相似的生活方式,,reduce cultural diversity,扩展短语,,
文化类短语,erode their cultural identity,（文化全球化、小语种灭绝）削弱他们对本国文化或者对本民族文化认同感,,null,null,,
文化类短语,have more entertainment choices,有更多的娱乐选择,对比：,feel lonely and isolated,对比短语,,
文化类短语,cause misunderstanding,导致误解,引起误解,,null,null,
文化类短语,cultural differences,文化差异（名词短语）,,null,null,,
文化类短语,language barrier,语言障碍（名词短语）,,null,null,,
文化类短语,traditions and customs,传统和风俗,,null,null,,
文化类短语,respect the local traditions and customs,尊重当地的传统和风俗,,traditions and customs,搭配动词,,
文化类短语,deepen their understanding of their heritage,深化他们对于自己的文化传承的理解,,null,null,,
文化类短语,heritage,文化传承,heritage 不能用复数,,说明,,
文化类短语,is a key part of their heritage,是他们的文化传承的一个重要部分,,deepen their understanding of their heritage,例句补充,,
文化类短语,are more open-minded,思想更开放的,更愿意接受不同事物的,,null,null,
文化类短语,respect cultural differences,尊重文化差异,,are more open-minded,搭配动词,,
文化类短语,multi-cultural society,多元文化社会（名词短语）,,null,null,,
文化类短语,boost national pride,提升民族的自豪感,(了解文化传承、国际赛事获胜等),null,null,,
文化类短语,unite people,把人们团结到一起,,boost national pride,同义替换,,
文化类短语,share ideas and opinions,分享想法和意见,,null,null,,
文化类短语,promote cultural exchange,促进文化交流,,share ideas and opinions,同义替换,,
文化类短语,a key part of our heritage,我们的文化传承的一个重要部分,(历史建筑、传统艺术),null,null,,
文化类短语,famous landmarks,著名的标志性建筑,,a key part of our heritage,具体分类,,
文化类短语,attract many tourists,吸引很多的游客,,a key part of our heritage,结果描述,,
文化类短语,enrich the local culture,丰富当地的文化,"(公共艺术,历史建筑)",null,null,,
文化类短语,make cities more interesting and enjoyable,让城市变得更有趣而且令人愉快,,enrich the local culture,结果描述,,
文化类短语,have character,有鲜明的个性特色,例如历史建筑,手工制作的产品,,null,null
文化类短语,lack character,缺乏鲜明的特色,,have character,对比短语,,
文化类短语,interesting and enjoyable,有趣而且令人愉快的（形容词短语）,,null,null,,
文化类短语,make children more creative,让儿童变得更有创造力的,,encourage their imagination,扩展短语,,
文化类短语,share photos and videos,分享照片和视频,,share ideas and opinions,扩展短语,,
文化类短语,easy to carry around,方便携带,,make life more convenient and comfortable,扩展短语,,
文化类短语,rely too much on technology,过度地依赖于科技,对比：过度地依赖于科技,make life more convenient and comfortable,对比反义,,
文化类短语,upload photos,上传照片,"用法说明：‘下载’是download,那‘上传’应该怎么写？当然就是upload,例如：upload photos, upload videos",null,例句,,
文化类短语,upload videos,上传视频,"用法说明：‘下载’是download,那‘上传’应该怎么写？当然就是upload,例如：upload photos, upload videos",null,例句,,
文化类短语,interact with,和……交流互动,用法说明：‘和……交流互动’ interact with + 某类人,null,固定搭配,,
文化类短语,interact with their friends on the Internet,在互联网上和朋友们交流互动,用法说明：在互联网上和朋友们交流互动,interact with,具体例句,,
文化类短语,interact with local people,与当地的人们交流互动,用法说明：（游客）与当地的人们交流互动,interact with,具体例句,,
文化类短语,a key source of information,一种重要的信息来源,（互联网、报纸、广告、新闻等）一种重要的信息来源,find information quickly and easily,扩展短语,,
文化类短语,reduce face-to-face interaction,减少面对面的交流,,null,null,,
文化类短语,rely too much on social media,过度地依赖社交媒体,,reduce face-to-face interaction,扩展短语,,
文化类短语,in a virtual world,在一个虚拟的世界里,,reduce face-to-face interaction,扩展短语,,
文化类短语,feel lonely in real life,在真实的生活里感到很孤独,,reduce face-to-face interaction,扩展短语,,
文化类短语,keep in touch with family and friends,与亲友们保持联系,,null,null,,
文化类短语,video-chat with them,与他们视频聊天,,keep in touch with family and friends,扩展短语,,
文化类短语,feel motivated,感觉很有动力,“动力十足”,,null,null,
文化类短语,feel bored,感到无聊,对比：感到无聊,feel motivated,对比反义,,
文化类短语,feel frustrated,感到灰心,有挫败感,"对比：感到灰心,有挫败感",feel motivated,对比反义,
文化类短语,repetitive tasks,重复的、乏味的任务（名词短语）,对比：重复的、乏味的任务（名词短语）,feel motivated,对比反义,,
文化类短语,experience the local culture first-hand,直接体验当地的文化,,null,null,,
文化类短语,deepen their understanding of the local culture,深化他们对当地文化的理解,,experience the local culture first-hand,扩展短语,,
